id,name,address1,address2,city,zip_code,review_count,categories,rating,price
de3d61947c,Vegan Enjoyable - 839 Kearny,839 Kearny Street, , San Francisco,94108,new,"Vegetarian, Vegan, Healthy, American, Chinese, Asian, Vegetarian",0,$
df4bd68adb,Garaje,475 3rd St, , San Francisco,94107,42,"Mexican, Latin",5,$
e0f759071b,Kabana Pakistani Restaurant,1025 University Avenue, , San Francisco,94710,16,"Indian, Pakistani, Halal",5,$
e0f9d78313,Mangrove Kitchen,312 Divisadero St, , San Francisco,94117,41,"Thai, Noodles, Asian, Family",5,$
e16b223275,NoVY Restaurant,4000 24th St, , San Francisco,94114,24,"Mediterranean, Greek, Vegetarian, Healthy, Family",5,$
e2a170c9d9,DaMaoXie,251 9th Street, , San Francisco,94607,new,"Chinese, Asian, Noodles",0,$
e43cd1d2b1,Salam Halal Restaurant,999 7th Street, , San Francisco,94607,new,Middle,0,$
e4cc3de137,Cafe Encore,488 Post Street, , San Francisco,94102,new,"Sandwich, Coffee",0,$
e53b368679,Roti & Pizza,5000 Adeline Street, , San Francisco,94608,39,"Pizza, American, Italian",5,$
e568c463fe,Tu Lan,8 6th St, , San Francisco,94103,38,"Asian, Vietnamese, Noodles, Group",5,$
e57a029cee,Castillito Yucateco,2052 Mission St, , San Francisco,94110,new,"Mexican, Latin",0,$
e5cb0b2968,Karaage Standard (60 Morris St),60 Morris St, , San Francisco,94103,new,"Japanese, Asian, Drinks",0,$
e66f93fa23,Grant Place,737 Washington St, , San Francisco,94108,11,Chinese,5,$
e6d1a10ec1,ea cafe (Ordermark),735 3rd St, , San Francisco,94107,21,"Japanese, Asian, Sushi",5,$
e70944e84d,I'a Poke - Fillmore St.,1515 Fillmore St, , San Francisco,94115,40,"Sushi, Asian, Japanese, Family",5,$
e7d5eae469,Amsterdam Cafe,930 Geary Street, , San Francisco,94109,new,"Pizza, Salads, Comfort",0,$
eab354f451,TOKYROLL Sushi & Poké - SoMa (60 Morris St),60 Morris St, , San Francisco,94107,39,"Japanese, Sushi, Rolls",5,$
eaf5597727,The Grind Cafe,783 Haight St, , San Francisco,94117,78,Breakfast,5,$
f08af86f7a,Venga Empanadas,443 Valencia St, , San Francisco,94103,12,"Argentinian, Vegetarian",5,$
f1cfe971de,IL Borgo,500 Fell Street, , San Francisco,94102,new,"Pizza, Italian, Pasta, Comfort",0,$
f2fd6e9762,Alhamra Indian and Pakistani,3083 16th St, , San Francisco,94103,35,"Pizza, Indian, Halal, Family",5,$
f383ce7ac3,Troy Greek Cuisine - Berkeley,1843 Solano Ave, , San Francisco,94707,40,"Mediterranean, Greek, Vegetarian, Group",5,$
f38e8a08fc,Mi Lindo Peru,3226 Mission St., , San Francisco,94110,15,"Peruvian, Latin",5,$
f51c24b46f,Kimbara,3380 19th St, , San Francisco,94110,new,"Peruvian, Latin",0,$
f5bb521d4c,Viva Goa,2420 Lombard St, , San Francisco,94123,72,"Indian, Family",5,$
f5c24959ed,Little Star Pizza (Valencia),400 Valencia St, , San Francisco,94103,100+,"Pizza, Alcohol, Gluten",0,$
f6df55fbad,Pho De Nguyen,586 San Mateo Ave, , San Francisco,94066,40,"Vietnamese, Noodles, Group",5,$
f851c6afdb,SAJJ Mediterranean (San Bruno),851 Cherry Avenue, STE 15, San Francisco,94066,20,"Mediterranean, Greek, Vegetarian, Healthy, Family",5,$
fad8d79f91,Chanvi Eatery,533 Jackson Street, , San Francisco,94133,new,"Vegetarian, Asian, Healthy",0,$
fb526965d1,Estela's Fresh Sandwiches,250 Fillmore St, , San Francisco,94117,new,"Deli, Breakfast",0,$
fc013fa71e,Pacific Catch - Chestnut,2027 Chestnut Street, , San Francisco,94123,100+,"Seafood, American, Southern, Alcohol",0,$
fd08bafd4a,Papa Steve's Sourdough Pizza (Macy’s),170 Ofarrell St, , San Francisco,94102,new,"American, Breakfast",0,$
fd304fdb3e,Troya Mediterranean- Fillmore,2125 Fillmore St, , San Francisco,94115,28,"Mediterranean, Greek, Vegetarian, Healthy, Group",5,$
fe1b905d75,Araujos,404 San Bruno Ave W, , San Francisco,94066,13,"Mexican, Latin",5,$
ffda772b23,Win Garden,2794 Diamond St, , San Francisco,94131,62,"Chinese, Asian, Asian",5,$
009861c271,San Francisco Breakfast Club,60 Morris St, , San Francisco,94103,32,"Healthy, Breakfast",5,$$
00b8187e8f,Nourish Cafe (Hyde St),1030 Hyde St, , San Francisco,94109,78,Breakfast,5,$$
00ff63e90d,Limoncello,1400 Sutter St, , San Francisco,94109,74,"Deli, Sandwich, Pizza, Salads, Vegetarian",5,$$
023d72d005,Ajanta Restaurant,1888 Solano Ave, , San Francisco,94707,new,"Indian, Vegetarian",0,$$
0321baf3bd,Nakama sushi,41 Franklin St, , San Francisco,94102,new,Japanese,0,$$
410330665,Sweet Maple,2101 Sutter St, , San Francisco,94115,53,Asian,5,$$
04314eec19,Eat Sushi,1516 Folsom St, , San Francisco,94103,24,"Sushi, Japanese, Family",5,$$
056e79daa9,Guadalajara Restaurant,1001 Fruitvale Avenue, , San Francisco,94601,16,"Mexican, Breakfast",5,$$
07e0e35ad4,Handy Deli,1815 Irving St, , San Francisco,94122,new,"Sandwich, Salads, Healthy",0,$$
087b6e3a01,Krua Thai,525 Valencia Street, , San Francisco,94110,63,"Thai, Asian, Alcohol, Family",5,$$
08f185cf4c,Ike's Love and Sandwiches - Polk,901 Polk St, , San Francisco,94109,100+,"Sandwich, Deli, American",0,$$
09a1ff3762,SOMA Restaurant,85 5th St, , San Francisco,94103,new,"Mediterranean, Seafood, Pasta, Italian",0,$$
0bbec1ec88,San Sun Restaurant,848 Washington St, , San Francisco,94108,new,"Chinese, Noodles, Vietnamese",0,$$
0be7a9a892,Dolores Park Cafe,501 Dolores St, , San Francisco,94110,new,Breakfast,0,$$
0c38efeeff,Black Bear Diner (4927 Junipero Serra Blvd),4927 Junipero Serra Blvd, , San Francisco,94014,23,"American, Burgers, Comfort",5,$$
0dd5e9eca4,Sam Wo,713 Clay St, , San Francisco,94108,25,"Chinese, Noodles, Exclusive",5,$$
0ebedc93f4,Tasty Pot,815 Clement St, , San Francisco,94118,56,Hot,5,$$
0f1f5e435f,Hu Bei Restaurant,1055 El Camino Real, , San Francisco,94030,14,"Chinese, Family",5,$$
0f6892dae6,Hayz Dog,364 Hayes Street, , San Francisco,94102,16,"American, Sandwich, Hot",5,$$
0f6f22a8d9,Abesha Ethiopian Cuisine,4929 Shattuck Ave, , San Francisco,94609,new,"Ethiopian, African, Black",0,$$
113fce3262,Aji Ichi Japanese Restaurant,695 San Mateo Ave, , San Francisco,94066,100+,"Seafood, Sushi, Japanese, Group",0,$$
121a0ed612,New Eritrea Restaurant,907 Irving St, , San Francisco,94122,44,"Ethiopian, Black",5,$$
14081468c5,A La Turca,869 Geary St, , San Francisco,94109,37,"Turkish, Mediterranean, Middle",5,$$
16057bb30d,GAI Chicken Rice,3463 16th St, , San Francisco,94114,100+,"Thai, Vietnamese, Asian, Rice",0,$$
16405537ab,Modern Thai,1247 Polk St, , San Francisco,94109,11,"Thai, Vegetarian",5,$$
16f47e20e8,Denny's - SoMa,816 Mission St, , San Francisco,94103,100+,Breakfast,0,$$
1797a09dc4,Dianda's Bakery,2883 Mission St, , San Francisco,94110,19,"Bakery, Desserts, Pastry",5,$$
199292806a,Yalla Mediterranean,1761 Fillmore Street, , San Francisco,94115,new,"B, B, Q, Mediterranean, Turkish",0,$$
19a27a9b18,Duboce Park Cafe,2 Sanchez St, , San Francisco,94114,17,Breakfast,5,$$
1c0e420f72,The Burger Den (816 Mission St),816 Mission St, , San Francisco,94103,new,"American, Burgers, Comfort",0,$$
1cbef86ad0,Mr. East Kitchen,276 5th St, , San Francisco,94107,51,"Vietnamese, Breakfast",5,$$
1cf2147bcc,Aicha Moroccan cuisine,1303 Polk St, , San Francisco,94109,24,"Moroccan, Alcohol",5,$$
1db75336e7,Little Saigon,7 Linden Ave, , San Francisco,94080,100+,"Vietnamese, Family",0,$$
1ed7f2747c,Little Italy Pasta,1338 Polk St, , San Francisco,94109,15,"Italian, Pasta, Comfort",4,$$
1eff64a80f,Deccan House,1142 Valencia St, , San Francisco,94110,93,"Indian, Indian",5,$$
20317233d7,Truly Mediterranean,3109 16th St, , San Francisco,94103,71,"Mediterranean, Vegan",5,$$
20a5ed291d,Shari's Cafe (San Bruno),2010 Rollingwood Drive, , San Francisco,94066,42,Breakfast,4,$$
20af2c813a,The Salad Place & Rotisserie,5392 Mission St, , San Francisco,94112,29,"American, Salads, Sandwich, Healthy",5,$$
213ec8c3f0,Halal Plus,1338 Polk Street, , San Francisco,94109,new,"Pizza, Halal, Chicken, Middle",0,$$
225cb634eb,Biryani Kabab - Oakland,377 13th St, , San Francisco,94607,49,"Pakistani, Indian, Halal, Family",5,$$
261de54292,Curry Up Now - Oakland,1745 San Pablo Ave, , San Francisco,94612,65,"Indian, Vegan",5,$$
264f366f04,Tsing Tao- Fillmore St,1117 Fillmore St, , San Francisco,94115,100+,"Chinese, Seafood, Noodles, Family",0,$$
28c039e4ab,Atlas Pizza Parlor,637 San Mateo Ave, , San Francisco,94066,20,"Pizza, Italian, Comfort",5,$$
28ec689775,Better Than Pizza,5333 Adeline St, , San Francisco,94608,new,"Indian, Pizza, Halal",0,$$
29735cd27f,Dumpling Park,1309 9th Ave, , San Francisco,94122,34,Chinese,4,$$
2ad394f47f,Haraz Coffee House (SF),1452 Franklin Street, , San Francisco,94109,20,"Cafe, Middle",5,$$
2b3275897c,Philz Coffee (Transbay Community),78 Minna St, , San Francisco,94105,11,"Cafe, Coffee",5,$$
2b8858d81e,ONE65 Patisserie & Restaurant,165 O’farrell, , San Francisco,94102,25,"Bakery, Desserts, B, B, Q, Alcohol",4,$$
2ec5bf7da2,Momo Magic Nepalese Cuisine,5333 Adeline St, , San Francisco,94608,new,"Nepalese, Himalayan, Dumpling",0,$$
2f2bb13b7b,Wolfe's Lunch,1220 16th St, , San Francisco,94107,new,"Japanese, Korean, American",0,$$
3022b96d0c,Al Maida Hot Food,5650 Market St, , San Francisco,94608,new,"Indian, North",0,$$
3284938b9f,Crepevine - Inner Sunset,624 Irving St, , San Francisco,94122,74,Breakfast,5,$$
337bee3892,Dickey's Barbecue Pit (CA-2046) 590 Van Ness Ave,590 Van Ness Avenue, , San Francisco,94102,100+,"B, B, Q, American, Chicken, Group",0,$$
347436b54a,Estrella Taqueria,533 Haight St, , San Francisco,94117,100+,"Mexican, Tacos, Burritos, Group",0,$$
35ef9de9f0,Level 13 - Caribbean,341 13th St, , San Francisco,94607,48,"Caribbean, Seafood, Comfort",5,$$
36b06fb885,Joe & The Juice (235 Montgomery Street),235 Montgomery Street, , San Francisco,94104,75,"Cafe, Healthy, Juice",5,$$
36ded4fea4,Shuggie’s Trash Pie + Natural Wine,3349 23rd Street, , San Francisco,94110,new,"Pizza, Italian, Vegetarian, Vegetarian",0,$$
37273bcef4,Curry Leaf,943 Columbus Ave, , San Francisco,94133,73,"Indian, Halal, Pakistani, Family",5,$$
37342e02b4,IHOP (S Airport Blvd),316 S Airport Blvd, , San Francisco,94080,100+,Breakfast,0,$$
37b93a2645,Morning Due Cafe,3698 17th St, , San Francisco,94114,16,Breakfast,5,$$
3816530695,4505 Burgers & BBQ,705 Divisadero St, , San Francisco,94117,100+,"Burgers, American, B, B, Q, Alcohol, Exclusive",0,$$
387c47fc68,Indian Tikka Paradise (Sf Mission),3083 16th Street Suite 7, , San Francisco,94103,new,"Indian, Asian, Indian",0,$$
391790a3b3,Jay's Cheesesteak,3285 21st St, , San Francisco,94110,57,"Sandwich, Vegetarian",5,$$
3924576c88,Noor Indian Kitchen,5333 Adeline St, , San Francisco,94608,new,"Indian, Vegan, Vegetarian",0,$$
39bb180265,Las Cabañas Mexican Grill & Taqueria,1916 Martin Luther King Junior Way, , San Francisco,94704,100+,"Mexican, Salads, Group",0,$$
3a15cc04f2,Yarsa Nepalese Cuisine,1310 Grant Ave, , San Francisco,94133,100+,"Nepalese, Indian, Group",0,$$
3ad7010769,Enter The Cafe,1401 Powell St, , San Francisco,94133,64,"Salads, Sandwich, Juice",5,$$
3b751c04e1,China Live,644 Broadway, , San Francisco,94133,66,"Chinese, Family",5,$$
3c5ac56e89,Golden Coast,1540 Ocean Ave, , San Francisco,94112,23,"Seafood, Chinese, Alcohol",5,$$
3cfaea3317,Curry Oh City (60 Morris St.),60 Morris St., , San Francisco,94107,new,"Asian, Indian, Vegetarian",0,$$
3de23d885d,Kokio Republic,711 Geary Blvd, , San Francisco,94109,100+,"Korean, Asian",0,$$
3ff3761b37,Jack's Restaurant & Bar (San Bruno),1050 Admiral Ct #A, , San Francisco,94066,60,"American, Sandwiches, Breakfast",5,$$
40e5ffe5bf,S&T Hong Kong Seafood,2588 Noriega St, , San Francisco,94122,new,"Chinese, Seafood, Noodles",0,$$
41b58177e6,MrBeast Burger (2020 Mission Street),2020 Mission Street, , San Francisco,94110,20,"American, Burgers, Sandwich",4,$$
41fe9de5d0,Barcote Ethiopian Restaurant,6430 Telegraph Ave, , San Francisco,94609,30,"Ethiopian, Vegetarian",5,$$
424eadc46e,Jasper's Corner Tap & Kitchen,401 Taylor St, , San Francisco,94102,new,Breakfast,0,$$
441bea31ed,Benihana (1737 Post Street),1737 Post Street, , San Francisco,94115,50,"Japanese, Family",5,$$
442d6c3cef,The Crepe House,1755 Polk St, , San Francisco,94109,24,Breakfast,5,$$
45681d4bf3,Blue Hawaii Açaí Café,2 Embarcadero Ctr, , San Francisco,94111,new,"American, Breakfast",0,$$
4764bfa6d1,Firehouse Subs-ALAMEDA LANDING-1359,2680 5th St, B, San Francisco,94501,20,"American, Sandwich",5,$$
4828b0d089,Greek Street Gyros (Oakland),5325 Adeline Street, , San Francisco,94608,36,"Greek, Mediterranean, Vegetarian",5,$$
48edf88318,Falafel Boy,1924 Franklin St, , San Francisco,94612,100+,"Mediterranean, Rice",0,$$
4aed801ddc,One Waan,2922 Diamond St, , San Francisco,94131,25,"Thai, Family",5,$$
4afb2e8dde,Equator Coffees (SOMA),222 2nd Street, , San Francisco,94105,new,Coffee,0,$$
4c3e25a7ae,Luke's Lobster  (92 2nd St),92 2nd St, , San Francisco,94105,100+,"Healthy, Seafood, Rolls, Exclusive",0,$$
4d4a069b78,Helmand Palace,2424 Van Ness Ave, , San Francisco,94109,new,"Afghan, Mediterranean, Healthy, Middle",0,$$
4e5b711a1d,Udupi Palace - Berkeley,1903 University Ave, , San Francisco,94704,20,"Indian, Vegetarian",5,$$
4f958b114a,Kitchen Of Alameda 点心,1727 Webster St, , San Francisco,94501,18,"Chinese, Asian",5,$$
50c4cac13b,The Cantina,651 E Blithedale Ave, , San Francisco,94941,17,"Mexican, Family",5,$$
51f81a0e41,Taste of the Himalayas,1700 Shattuck Ave, , San Francisco,94709,19,"Indian, Nepalese, Seafood, Group",5,$$
520ceed56a,1428 Haight,1428 Haight St, , San Francisco,94117,new,Breakfast,0,$$
52e988a650,E&O Kitchen and Bar,314 Sutter St, , San Francisco,94108,new,"Asian, Salads, Sandwich, Healthy, Alcohol",0,$$
5591017999,Kitava,2011 Mission St, , San Francisco,94110,100+,"American, Gluten",0,$$
57331cc3c7,Saap Ver Thai Restaurant,88 Division St, , San Francisco,94103,47,"Thai, Family",5,$$
5736ba199a,OG Cheesesteaks (475 6th St),475 6th St, , San Francisco,94103,new,"Cheesesteak, Sandwiches, American, American",0,$$
57493d1bf5,Pharaohs Egyptian Restaurant,608 Geary Street, , San Francisco,94102,32,"Mediterranean, Halal, Egyptian, American, New",5,$$
576cb10e3a,Super Pan,5344 Geary Blvd, , San Francisco,94121,new,Asian,0,$$
57780e54e0,Neecha Thai,3236 Grand Ave, , San Francisco,94610,28,"Thai, Asian, Vegetarian",5,$$
591ef757b6,Vive La Tarte,4026 24th Street, , San Francisco,94114,45,Breakfast,5,$$
59b58659b8,Molinari Delicatessen,373 Columbus Ave, , San Francisco,94133,69,"Italian, Comfort",5,$$
59dec2f057,Lemongrass Thai Cuisine,2348 Polk St, , San Francisco,94109,100+,"Thai, Noodles, Asian, Asian",0,$$
5a430ec563,Bluestone Lane Café - Avery Lane,488 Folsom Street, , San Francisco,94105,69,"Healthy, Coffee",5,$$
5a4c6af248,New Delhi Restaurant,160 Ellis St, , San Francisco,94102,new,"Indian, Comfort",0,$$
5b75c5b3cd,"Stirred, Not Shaken Cookies (60 Morris St)",60 Morris St, , San Francisco,94107,new,"Bakery, Desserts, American",0,$$
5c64911dd7,Bao,590 Valencia Street, , San Francisco,94110,39,"Chinese, Asian, Eats",5,$$
5cdf9c7851,Famous Dave's (2690 5th St),2690 5th St, , San Francisco,94501,49,"American, B, B, Q",4,$$
5d7c743713,Thai Spice Restaurant,1730 Polk St, , San Francisco,94109,100+,"Thai, Noodles, Seafood, Family",0,$$
5dc006d05a,Oasis Food Market,3045 Telegraph Ave, , San Francisco,94609,new,Middle,0,$$
5e44051917,Mo'z Cafe Inc.,36 5th Street, , San Francisco,94103,new,Breakfast,0,$$
5f73da0702,Tommy's Joynt,1101 Geary Blvd, , San Francisco,94109,33,"American, Sandwich, Family",5,$$
5f7445e09f,Burma Classic (90 Charter Oak Ave),90-92 Charter Oak Ave, , San Francisco,94124,27,"Burmese, Asian",5,$$
613bbc76b9,Boho Petite,2146 Chestnut Street, , San Francisco,94123,new,"Pastry, Sandwiches, Desserts, French, Breakfast",0,$$
61648e2da0,Amber India Restaurant - SF,25 Yerba Buena Ln, , San Francisco,94103,54,"Indian, Family",5,$$
62ee72881a,Golden Era Vegan Restaurant,395 Golden Gate Ave, , San Francisco,94102,97,"Vietnamese, Pho, Asian, Vegetarian, Asian",5,$$
63aeb383cc,Noor Indian Fusion Kitchen (5333 Adeline St),5333 Adeline Street, , San Francisco,94608,100+,"Indian, Vegan, Vegetarian, Halal, Group",0,$$
64df4eb2b7,Sunrise Deli - Irving,2115 Irving St, , San Francisco,94122,new,"Deli, Mediterranean",0,$$
65c374e41a,ZZAN Korean Restaurant,643 Post St, , San Francisco,94102,100+,"Korean, Asian, Family",0,$$
67a64465d2,Cafe Eritea D'Afrique,4069 Telegraph Ave, , San Francisco,94609,new,"African, Ethiopian",0,$$
6817baf737,Anton's Pizza,1196 Folsom St, , San Francisco,94103,77,Pizza,5,$$
68fa89049b,Namaste Pizza - Oakland,5942 San Pablo Ave, , San Francisco,94608,31,"Indian, Pizza, Asian",5,$$
6b34717940,Prabh Indian Kitchen,24 Sunnyside Ave, , San Francisco,94941,57,"Indian, Vegetarian",5,$$
6b729d62a4,Asian Box (Chestnut St.),2031 Chestnut St, , San Francisco,94123,79,Asian,5,$$
6c1036502c,Japanese Curry House,1117 Fillmore St, , San Francisco,94115,new,"Japanese, Japanese",0,$$
6e33abcc78,Buffalo Wild Wings (5B Serramonte Center Serramonte Center),5b Serramonte Center Serramonte Center, , San Francisco,94015,55,"American, Comfort",5,$$
6e6bce228c,Café de Casa,1165 Airport Blvd, , San Francisco,94080,23,"Brazilian, Açaí, Coffee",5,$$
6ebfdbf971,Stick & Steam,350 Adrian Rd, , San Francisco,94030,26,"Chinese, Family",5,$$
7028d778c3,Bolare Trattoria & Pizzeria,761 Hickey Boulevard, , San Francisco,94044,new,"Pizza, Italian, Pasta",0,$$
70607e452e,Lunchbreak,5333 Adeline St, , San Francisco,94608,new,"Indian, Chicken, Diner",0,$$
7066d1e69d,Lers Ros Thai - Hayes,307 Hayes St, , San Francisco,94102,100+,"Thai, Vegetarian",0,$$
7.20E+16,Monk's Kettle,3141 16th St, , San Francisco,94110,37,"American, Bar",5,$$
73b9901b8a,Squat & Gobble - West Portal,1 W Portal Ave, , San Francisco,94127,53,Breakfast,5,$$
75c3ab38f2,Jim's Coffee Shop,2333 Lincoln Ave, , San Francisco,94501,36,"American, Breakfast",5,$$
762b478164,Papalote Mexican Grill (Fulton),1777 Fulton St, , San Francisco,94117,100+,"Mexican, Breakfast",0,$$
770c328979,The Epicurean Trader - Cortland,401 Cortland Ave, , San Francisco,94110,new,"American, Sandwich, Breakfast",0,$$
78ad558c28,Nancy Silverton’s - Nancy’s Fancy Gelato (Charter Oak),90 Charter Oak Ave, , San Francisco,94124,new,"American, Comfort",0,$$
7999629b66,What The Cluck (Haight),1782 Haight St, , San Francisco,94117,22,"Asian, Thai, Chicken, Rice",5,$$
7b837d7578,Ladle & Leaf,513 Parnassus Ave, , San Francisco,94143,new,"Salads, Sandwich, Healthy",0,$$
7c6a7fa4e4,Ike's Japanese Kitchen (San Francisco),800 Van Ness Ave, , San Francisco,94109,new,"Sushi, Family",0,$$
7cd13ebfd1,Good Gais,2723 Oakdale Ave, , San Francisco,94124,new,"Asian, Asian",0,$$
7f26dabc47,Acai Aura (500 Larkin St),500 Larkin St, , San Francisco,94102,31,Breakfast,5,$$
835048bbf1,(DUP) Muthu's Curry - Dempsey,1455 Market Street, , San Francisco,94103,new,"Indian, Curry, Naan",0,$$
83a80a2c45,Tigerlily Berkeley,1513 Shattuck Ave, , San Francisco,94709,new,Breakfast,0,$$
84dd847146,Panda Express (1480 Fillmore St.),1480 Fillmore St., , San Francisco,94115,100+,"Chinese, Asian, Group",0,$$
84fa4fd1e3,Pollo Campero (155 Jefferson St),155 Jefferson Street, , San Francisco,94133,new,Family,0,$$
85b5834636,iThai Bangkok Street Food,720 Post St, , San Francisco,94109,100+,"Thai, Noodles, Salads, Desserts, Exclusive",0,$$
85bb8d5fce,Indian Summer,320 3rd St, , San Francisco,94107,new,"Indian, Asian, Asian",0,$$
87705d87ca,Artesano - Healthy Latin Food - Dogpatch,2335 3rd Street, , San Francisco,94107,new,"Mexican, Peruvian, Cuban, Spanish, Sandwich",0,$$
88e71b1980,Sweet Glory,721 Larkin Street, , San Francisco,94109,14,Coffee,5,$$
89d6595c9e,Patxi's Pizza - Hayes Valley,511 Hayes St, , San Francisco,94102,76,"Pizza, Salads, Italian",5,$$
89f4d6e992,Jake's Steaks (Valencia),581 Valencia St, , San Francisco,94110,68,"Burgers, Sandwiches, American",5,$$
8a68ae942a,Baiano Pizzeria (Gough St),100 Gough St, , San Francisco,94102,new,"Italian, Pizza, Pasta",0,$$
8b873b3462,The Crafty Fox Ale House,1700 Mission St, , San Francisco,94103,new,Traditional,0,$$
8bc20183cd,SAJJ Mediterranean (SF SoMa),636 2nd St, , San Francisco,94107,33,"Mediterranean, Family",5,$$
8d2dc0183b,Everest Kitchen,1150 Solano Ave, , San Francisco,94706,26,"Indian, Gluten",5,$$
8d90ec1b0f,House of Thai (901 Larkin St),901 Larkin St, , San Francisco,94109,100+,"Thai, Vegetarian",0,$$
8dcf4b3229,Chimney - The Biryani House,5333 Adeline St, , San Francisco,94608,new,"Healthy, Indian, Comfort",0,$$
9075bfb172,Moghlai Kitchen,642 Irving Street, , San Francisco,94122,new,"Indian, Vegetarian, Asian",0,$$
912b84d6f0,Mel's Drive-in (Kitchen),1050 Van Ness Ave, , San Francisco,94109,11,"American, Burgers, Diner",5,$$
91476a301e,Donairo's Pizza,6905 Geary Blvd, , San Francisco,94121,14,"Pizza, Italian, Pasta, American",5,$$
9194bb2780,Brooklyn Calzones (1438 Broadway),1438 Broadway, , San Francisco,94612,new,"Italian, Pizza",0,$$
9296542c58,Feng Ze Yuan Restaurant,4401 Balboa St, , San Francisco,94121,23,Asian,5,$$
932e5fdb89,The Coffee Mill & Bakery,3363 Grand Ave, , San Francisco,94610,60,Breakfast,4,$$
93961ae856,Sushi Rapture,1400 Leavenworth St, , San Francisco,94109,new,"Seafood, Sushi, Japanese",0,$$
93ade6e9e7,The Italian Homemade Company - Hayes Valley,1 Franklin Street, , San Francisco,94102,96,"Alcohol, Italian, Pasta",5,$$
93c4bb6216,King of Thai Noodle - Union Square,184 O'Farrell St, , San Francisco,94102,88,"Thai, Vegetarian",5,$$
93f9b2347f,Z & Y Peking Duck,606 Jackson Street, , San Francisco,94133,21,"Chinese, Family",4,$$
94a4d9e7d6,Sutter Pub,700 Sutter St, , San Francisco,94109,29,"Burgers, Bar",5,$$
94c8d3e922,Tomate Cafe,2265 Fifth Street, , San Francisco,94710,53,Breakfast,5,$$
95cd71f847,Burmese Kitchen,3815 Geary Blvd, , San Francisco,94118,11,"Burmese, Vegetarian",4,$$
96dafb1cd3,Precita Park Cafe,500 Precita Ave, , San Francisco,94110,20,Breakfast,5,$$
96ec7006c8,Taqueria Leon,551 San Mateo Ave, , San Francisco,94066,new,"Mexican, Group",0,$$
975941c0fe,City Center Pizzeria,500 12th St ,131, San Francisco,94612,new,"Pizza, Pasta, Wings, Desserts",0,$$
977b2afbc5,INDIAN PIZZA AND PASTA HOUSE,60 Morris St, , San Francisco,94103,new,"Pizza, Indian, Pasta, Indian",0,$$
9810492ea1,Makli Restaurant,290 Sanchez St, , San Francisco,94114,14,"Chinese, Alcohol",5,$$
9983d134e8,High Tech Burrito - Mill Valley,800 Redwood Hwy,118, San Francisco,94941,51,"Mexican, Family",5,$$
9a62a82340,Escape From New York Pizza - Haight,1737 Haight St, , San Francisco,94117,43,"Pizza, Italian, Wings, Salads, Group",5,$$
9a6cf4fe4d,Wise Sons Jewish Delicatessen - Hayes Valley,537 Octavia Street, , San Francisco,94102,49,"Deli, Sandwich, Breakfast",5,$$
9aae10277d,Lahore Karahi,3083 16th Street, , San Francisco,94103,new,"Halal, Pakistani, Indian, Vegetarian",0,$$
9ab4ca0b8a,Arabian Nights,2345 Mission St, , San Francisco,94110,19,"Mediterranean, Family",5,$$
9c6fa0beff,Turo Cafe & Grill,2275 San Jose Avenue, , San Francisco,94112,100+,"Filipino, South",0,$$
9c76b664de,Copas,2223 Market Street, , San Francisco,94114,new,Mexican,0,$$
9c8ad113c8,Himalayan Curry House,6112 La Salle Ave, , San Francisco,94611,40,"Himalayan, Nepalese, Indian, Family",5,$$
9d51a2bfea,Biryani Tika Kabab,328 14th St, , San Francisco,94612,33,"Pakistani, Indian, Halal",5,$$
9d8bef2336,Capurro's,498 Jefferson St, , San Francisco,94109,new,"Seafood, American",0,$$
9fcad55478,Vui Ve Eatery,2353 E 12th St, , San Francisco,94601,new,"Vietnamese, Healthy, Bowls",0,$$
a0362e1e15,Rojbas Grill,1901 University Ave, , San Francisco,94704,new,"Sandwich, Mediterranean, Salads, Healthy",0,$$
a0eb9521e8,Zaoh Restaurant,1555 Mission St, , San Francisco,94103,15,"Sushi, Japanese, Alcohol, Family",5,$$
a2281ebfcd,Parrot Pizzeria & Rotisserie,696 Sutter St, , San Francisco,94108,new,"Pizza, Sandwich, Alcohol, Wings, Comfort",0,$$
a33c47b80a,MIXT - Valencia,901 Valencia Street, , San Francisco,94110,100+,"Salads, Vegetarian",0,$$
a39d92cd73,Freshroll (220 Bush Street),220 Bush St, , San Francisco,94104,11,"Sandwich, Vietnamese, Vegetarian",5,$$
a3faea163e,Gyro Xpress,499 Castro St, , San Francisco,94114,47,"Mediterranean, Gluten",5,$$
a451e203b4,Oye Managua Nicaraguan,3385 Mission St, , San Francisco,94110,45,Family,4,$$
a709266bd4,Cafe Bawarchi,1375 9th Avenue, , San Francisco,94122,new,"Indian, Vegetarian, Asian",0,$$
a7476b9ad2,Annapurna Restaurant & Bar,948 Clay St, , San Francisco,94607,26,"Nepalese, Indian, Himalayan, Family",4,$$
a8da7dd08c,Cheese Steak Shop - Oakland,3308 Lakeshore Ave, , San Francisco,94610,54,"American, Sandwich, Vegetarian",5,$$
a8e5c398c2,Himalayan Pizza and Momo,288 Golden Gate Ave, , San Francisco,94102,21,"Nepalese, Group",5,$$
a97ead84eb,WestCoast Bowls - Corte Madera,133 Corte Madera Town Center, , San Francisco,94925,13,Asian,5,$$
aae8a2b097,Oz Pizza,508 Castro St, , San Francisco,94114,new,"Italian, Pizza, Alcohol",0,$$
